Name,Genre,ESRB_Rating,Platform,Publisher,Score,Sales,Year
Bomberman Party Edition,Puzzle,E,PS,Vatical Entertainment,7.9,0.12,2000
Undead Knights,Action,M,PSP,Tecmo,6.6,0.12,2009
Red Faction II,Shooter,M,XB,THQ,7.9,0.12,2003
EA Replay,Action,T,PSP,Electronic Arts,5,0.12,2006
Dance Paradise,Misc,T,X360,THQ,7,0.12,2011
Conduit 2,Shooter,T,Wii,Sega,6.3,0.12,2011
Football Manager Classic 2014,Sports,,PSV,Sega,5.8,0.12,2014
"Snipperclips Plus: Cut It Out, Together!",Puzzle,E,NS,Nintendo,8.2,0.12,2017
Cel Damage,Racing,T,XB,Electronic Arts,5.7,0.12,2001
Geometry Wars: Galaxies,Shooter,E,Wii,Sierra Entertainment,8,0.12,2007
Lunar: Dragon Song,Role-Playing,E10,DS,Ubisoft,5.9,0.12,2005
X2: Wolverine's Revenge,Action,T,GC,Activision,6,0.12,2003
Picross 3D Round 2,Puzzle,E,3DS,Nintendo,8.6,0.12,2016
Rocket: Robot on Wheels,Platform,E,N64,Ubisoft,8.3,0.12,1999
College Hoops 2K6,Sports,E,X360,2K Sports,6.5,0.12,2006
Spider-Man: Edge of Time,Adventure,T,3DS,Activision,5.5,0.12,2011
Tenchu: Shadow Assassins,Action,M,PSP,Ubisoft,7.5,0.12,2009
Academy of Champions: Soccer,Sports,E,Wii,Ubisoft,7.1,0.12,2009
The Sky Crawlers: Innocent Aces,Simulation,T,Wii,Xseed Games,7.3,0.12,2010
Jaws: Ultimate Predator,Action,M,3DS,Majesco,4,0.12,2011
Power Gig: Rise of the SixString,Misc,T,X360,Unknown,3,0.12,2010
Burning Road,Racing,E,PS,Playmates,6,0.12,1996
Sonic Adventure 2,Platform,E,DC,Sega,8.9,0.12,2001
The Bible Game,Misc,E,GBA,Crave Entertainment,3.5,0.12,2005
Major League Baseball 2K6,Sports,E,PSP,2K Sports,7.4,0.12,2006
Disney's Extreme Skate Adventure,Sports,E,GC,Activision,7.4,0.12,2003
Akuji the Heartless,Platform,T,PS,Eidos Interactive,6.7,0.12,1998
NBA 2K2,Sports,E,GC,Sega,8.8,0.12,2002
Psychonauts,Platform,T,XB,Majesco,8.8,0.12,2005
Jeremy McGrath Supercross World,Racing,E,GC,Acclaim Entertainment,2.7,0.12,2002
SimAnimals Africa,Simulation,E,Wii,Electronic Arts,5.5,0.12,2009
Raiden IV,Shooter,E10,X360,UFO Interactive,7,0.12,2009
Dead Island: Riptide,Action,M,PC,Deep Silver,6.2,0.12,2013
Payday 2,Shooter,M,NS,505 Games,5,0.12,2018
Phantasy Star Universe,Role-Playing,T,X360,Sega,6.6,0.12,2006
Battles of Prince of Persia,Strategy,E10,DS,Ubisoft,5.6,0.12,2005
Castlevania: Curse of Darkness,Action,M,XB,Konami,7.2,0.12,2005
Lost in Shadow,Platform,E10,Wii,Hudson Soft,6.7,0.12,2011
Call of Juarez: The Cartel,Shooter,M,PC,Ubisoft,4.5,0.12,2011
Alice: Madness Returns,Adventure,M,PC,Electronic Arts,6.7,0.12,2011
MLB 14 The Show,Sports,E,PSV,Sony Computer Entertainment America,7.1,0.12,2014
Nintendo Pocket Football Club,Sports,,3DS,Nintendo,7,0.12,2012
FIFA Soccer,Sports,E,PSP,Electronic Arts,7.8,0.12,2005
GT Advance 2: Rally Racing,Racing,E,GBA,THQ,7.6,0.11,2002
Tom Clancy's EndWar,Strategy,T,PSP,Ubisoft,6.7,0.11,2008
Darkspore,Role-Playing,T,PC,Electronic Arts,6.6,0.11,2011
Zubo,Misc,E10,DS,Electronic Arts,7.5,0.11,2009
A Witch's Tale,Role-Playing,E10,DS,NIS America,5,0.11,2009
The Alliance Alive,Role-Playing,E10,3DS,Atlus,7.3,0.11,2018
Classic NES Series: Bomberman,Puzzle,E,GBA,Nintendo,5.4,0.11,2004
Phantasy Star Collection,Role-Playing,E,GBA,THQ,7.9,0.11,2002
Dead Cells,Action,T,NS,Merge Games,9.3,0.11,2018
Retro Game Challenge,Action,E,DS,Xseed Games,8.1,0.11,2009
Tom Clancy's Splinter Cell Trilogy,Action,M,PS3,Ubisoft,6.5,0.11,2011
BoomBots,Fighting,T,PS,SouthPeak Interactive,4.5,0.11,1999
Phantom Dust,Action,T,XB,Majesco,8.2,0.11,2005
The King of Fighters XII,Fighting,T,X360,Ignition Entertainment,6.4,0.11,2009
Namco Museum Arcade Pac,Misc,T,NS,Bandai Namco Entertainment,7.8,0.11,2018
de Blob 2,Platform,E,DS,THQ,7.5,0.11,2011
Dementium II,Shooter,M,DS,SouthPeak Interactive,7.5,0.11,2010
TMNT,Action,E10,PSP,Ubisoft,3.6,0.11,2007
Ring of Red,Strategy,T,PS2,Konami,8,0.11,2001
18 Wheeler: American Pro Trucker,Racing,E,GC,Acclaim Entertainment,5,0.11,2002
Mana Khemia: Student Alliance,Role-Playing,E10,PSP,Nippon Ichi Software,3.2,0.11,2009
The King of Fighters '99,Fighting,T,PS,Agetec,7,0.11,2001
FIFA Soccer 06,Sports,E,PSP,EA Sports,7.6,0.11,2005
Deus Ex: Human Revolution,Shooter,M,WiiU,Square Enix,8.6,0.11,2013
BloodRayne,Shooter,M,GC,Majesco,7.9,0.11,2002
Gabrielle's Ghostly Groove 3D,Adventure,E,3DS,Natsume,7.5,0.11,2011
Calling,Adventure,T,Wii,Hudson Soft,4.8,0.11,2010
Bodycount,Shooter,M,PS3,Codemasters,4.9,0.11,2011
Disney's Peter Pan: Return to Never Land,Platform,E,GBA,Disney Interactive Studios,4,0.11,2002
Open Season,Platform,E10,X360,Ubisoft,5.7,0.11,2006
Cloudy With A Chance of Meatballs,Adventure,E,Wii,Ubisoft,6.7,0.11,2009
Green Lantern: Rise of the Manhunters,Action,E10,DS,Warner Bros. Interactive,5.5,0.11,2011
Contra Advance: The Alien Wars EX,Shooter,E,GBA,Konami,6.7,0.11,2002
Master of the Monster Lair,Role-Playing,E10,DS,Atlus,6.9,0.11,2008
Army Men: RTS,Strategy,T,PS2,3DO,6.1,0.11,2002
Shadow of Destiny,Adventure,T,PSP,Konami,6.8,0.11,2010
Mortal Kombat: Deception,Fighting,M,GC,Midway Games,7.2,0.11,2005
Beaterator,Misc,E,PSP,Rockstar Games,7.9,0.11,2009
Astro Boy: The Video Game,Action,E10,PS2,D3 Publisher,5,0.11,2009
Brave Story: New Traveler (US sales),Role-Playing,E10,PSP,Xseed Games,7.5,0.11,2007
BlazBlue: Calamity Trigger Portable,Fighting,T,PSP,Aksys Games,7.9,0.11,2010
Odama,Misc,E10,GC,Nintendo,6.5,0.11,2006
Pinball Hall of Fame: The Williams Collection,Misc,E10,PSP,Crave Entertainment,8,0.11,2008
Bionicle Heroes,Shooter,E10,GC,Eidos Interactive,5.4,0.11,2006
Eragon,Action,T,PSP,Sierra Entertainment,6.2,0.11,2006
Batman & Robin,Action,T,PS,Acclaim Entertainment,5.4,0.11,1998
Fighting Force 64,Action,T,N64,Crave Entertainment,5.2,0.11,1999
Spyborgs,Action,T,Wii,Capcom,6.3,0.11,2009
Wolfenstein II: The New Colossus,Shooter,M,NS,Bethesda Softworks,8.3,0.11,2018
RiME,Adventure,E10,PS4,Grey Box,7.1,0.11,2017
Overcooked Special Edition,Simulation,,NS,Team 17,8.4,0.11,2018
Night at the Museum: Battle of the Smithsonian,Action,E10,X360,Majesco,5.4,0.11,2009
Bodycount,Shooter,M,X360,Codemasters,4.8,0.11,2011
Breakout,Puzzle,E,PS,Hasbro Interactive,4.9,0.11,2000
Death Jr.: Root of Evil,Platform,T,Wii,Eidos Interactive,7.3,0.11,2008
"Prinny 2: Dawn of Operation Panties, Dood!",Platform,T,PSP,NIS America,6.3,0.11,2011
Avatar: The Last Airbender,Adventure,E10,PSP,THQ,6,0.11,2006
Dawn of Discovery,Simulation,E,DS,Ubisoft,7.9,0.11,2009
NBA 2K18,Sports,E10,X360,2K Sports,7,0.11,2017
Panzer Dragoon Saga,Role-Playing,T,SAT,Sega,9.1,0.11,1998
The Scorpion King: Rise of the Akkadian,Action,T,GC,Universal Interactive,5.2,0.11,2002
Prinny: Can I Really Be the Hero?,Platform,T,PSP,NIS America,7.2,0.11,2009
Pimp My Ride,Racing,T,X360,Activision,3.8,0.11,2006
Pokemon Rumble World,Action,E10,3DS,Nintendo,7,0.11,2015
Patapon 2,Platform,E,PSP,Sony Computer Entertainment,8.2,0.11,2009
Ty the Tasmanian Tiger 2: Bush Rescue,Platform,E,XB,Electronic Arts,6.9,0.11,2004
BlazBlue: Continuum Shift II,Fighting,T,3DS,Aksys Games,6,0.11,2011
The Polar Express,Adventure,E,GC,THQ,3.3,0.11,2004
Ys VIII: Lacrimosa of Dana,Role-Playing,,NS,NIS America,8.5,0.11,2018
Sonic Generations,Platform,E,PC,Sega,8.3,0.11,2011
Burnout Paradise Remastered,Racing,E10,XOne,Electronic Arts,8,0.11,2018
Frogger: Helmet Chaos,Platform,E,PSP,Konami,7,0.11,2005
Astro Boy: The Video Game,Action,E10,Wii,D3 Publisher,5.3,0.11,2009
Starsky & Hutch,Racing,T,GC,BAM! Entertainment,6,0.11,2004
Arcade Party Pak,Misc,T,PS,Midway Games,7.6,0.11,1999
Planet 51,Action,E,X360,Sega,5.7,0.11,2009
A.R.E.S. Extinction Agenda,Platform,,PC,Extend Studio,6.8,0.11,2010
Railroad Tycoon II,Strategy,E,PS,Take-Two Interactive,6.6,0.11,2000
The BIGS,Sports,E,PSP,2K Sports,7.6,0.11,2007
Rengoku: The Tower of Purgatory,Action,M,PSP,Konami,4.7,0.11,2005
Dynasty Warriors Advance,Action,E10,GBA,Nintendo,5.2,0.11,2005
Metal Gear Solid Integral,Adventure,,PS,Konami,9,0.11,1999
FIFA World Cup Germany 2006,Sports,E,PSP,EA Sports,6.5,0.11,2006
Rogue Warrior,Shooter,M,X360,Bethesda Softworks,3,0.11,2009
"Sakura Wars: So Long, My Love",Role-Playing,T,Wii,NIS America,7.4,0.11,2010
Sakura Wars,Adventure,,DC,Sega,7.6,0.11,2000
Rome: Total War,Strategy,T,PC,Activision,9,0.11,2004
Carnage Heart,Strategy,E,PS,Sony Computer Entertainment,7.1,0.11,1997
"Grand Theft Auto: Mission Pack #1, London 1969",Adventure,M,PS,Rockstar Games,6.7,0.11,1999
Pro Evolution Soccer 2014,Sports,E,PC,Konami Digital Entertainment,8.3,0.11,2013
Trauma Center: Under the Knife 2,Simulation,T,DS,Atlus,8.2,0.11,2008
Dark Souls: Remastered,Role-Playing,M,XOne,Bandai Namco Entertainment,8,0.11,2018
Brunswick Circuit Pro Bowling 2,Sports,E,PS,THQ,7,0.11,2000
The Godfather: Mob Wars,Action,M,PSP,Electronic Arts,6.2,0.1,2006
Puzzle Chronicles,Puzzle,E10,PSP,Konami,6.5,0.1,2010
The First Templar,Adventure,T,X360,Kalypso,7,0.1,2011
Vexx,Platform,T,XB,Acclaim Entertainment,6.8,0.1,2003
Disney's Chicken Little: Ace In Action,Shooter,E10,Wii,Buena Vista,7.6,0.1,2006
World Series of Poker: Tournament of Champions 2007 Edition,Misc,T,PSP,Activision,6.4,0.1,2006
The Lord of the Rings: Conquest,Action,T,DS,Electronic Arts,5.9,0.1,2009
Banjo-Pilot,Racing,E,GBA,THQ,6.2,0.1,2005
Cloudy With a Chance of Meatballs,Adventure,E,PS3,Ubisoft,6.7,0.1,2009
Tom Clancy's Splinter Cell: Conviction,Action,M,PC,Ubisoft,8,0.1,2010
Tom Clancy's Splinter Cell: Chaos Theory,Action,M,GC,Ubisoft,7.8,0.1,2005
JU-ON: The Grudge,Adventure,M,Wii,Xseed Games,4,0.1,2009
Ridge Racer 2,Racing,,PSP,Unknown,7.5,0.1,2020
Gretzky NHL,Sports,E,PSP,Sony Computer Entertainment,6,0.1,2005
Stardew Valley,Simulation,E10,PS4,505 Games,8.8,0.1,2017
Disgaea Infinite,Adventure,T,PSP,NIS America,6.8,0.1,2010
Phantom Brave: The Hermuda Triangle,Role-Playing,T,PSP,NIS America,7.2,0.1,2011
Riviera: The Promised Land,Role-Playing,T,GBA,Atlus,8.7,0.1,2005
Yu-Gi-Oh! 5D's Wheelie Breakers,Racing,E,Wii,Konami,7.5,0.1,2009
Vandal Hearts II,Strategy,M,PS,Konami,7.2,0.1,1999
Astro Boy: The Video Game,Action,E,DS,D3 Publisher,4.4,0.1,2009
Marvel Super Hero Squad: The Infinity Gauntlet,Action,E10,3DS,THQ,4.8,0.1,2011
The Book of Unwritten Tales,Adventure,T,PC,DreamCatcher Interactive,7.9,0.1,2011
Miami Law,Adventure,T,DS,Hudson Entertainment,5.5,0.1,2009
The King of Fighters: Dream Match 1999,Fighting,T,DC,SNK,7.2,0.1,1999
Blitz: The League II,Sports,M,X360,Midway Games,6.6,0.1,2008
Dungeons & Dragons Tactics,Strategy,T,PSP,Atari,5.2,0.1,2007
Agatha Christie: The ABC Murders,Adventure,T,DS,DreamCatcher Interactive,6,0.1,2009
Blue Stinger,Adventure,M,DC,Activision,6.7,0.1,1999
The Elder Scrolls Online: Summerset,MMO,M,PS4,Bethesda Softworks,7.5,0.1,2018
Hunter: The Reckoning,Action,M,GC,Interplay,7.1,0.1,2002
Baten Kaitos Origins,Role-Playing,T,GC,Nintendo,7.5,0.1,2006
Surf's Up,Sports,E10,X360,Ubisoft,6.2,0.1,2007
X-Men: The Official Game,Action,T,XB,Activision,4.8,0.1,2006
Record of Agarest War Zero,Strategy,T,X360,Aksys Games,6.5,0.1,2011
X-Men: Destiny,Action,T,Wii,Activision,3.3,0.1,2011
Guitar Hero: Van Halen,Misc,T,PS2,Activision,4.9,0.1,2009
Beach Spikers: Virtua Beach Volleyball,Sports,E,GC,Sega,7.1,0.1,2002
Bullet Witch,Shooter,M,X360,Atari,6.6,0.1,2007
Aidyn Chronicles: The First Mage,Role-Playing,T,N64,THQ,6,0.1,2001
Lode Runner 3-D,Action,E,N64,Infogrames,7,0.1,1999
Spider-Man: Web of Shadows,Action,E10,DS,Activision,7.9,0.1,2008
Disney's The Jungle Book,Platform,E,GBA,Ubisoft,5,0.1,2003
Marvel vs. Capcom: Clash of Super Heroes,Fighting,T,DC,Capcom,8.5,0.1,1999
NBA Ballers: Rebound,Sports,E,PSP,Midway Games,7.3,0.1,2006
Over the Hedge,Platform,E10,XB,Activision,6.6,0.1,2006
NHL 2K6,Sports,E10,X360,2K Sports,7.3,0.1,2005
Thor: God of Thunder,Action,T,3DS,Sega,6,0.1,2011
Dragon Ball: Evolution,Fighting,T,PSP,Namco Bandai,3.4,0.1,2009
College Hoops 2K6,Sports,E,XB,2K Sports,8.3,0.1,2005
"Warhammer 40,000: Dawn of War II - Chaos Rising",Strategy,M,PC,THQ,8.6,0.1,2010
Cubic Ninja,Platform,E,3DS,Ubisoft,5.5,0.1,2011
Harry Potter and the Deathly Hallows - Part 2,Action,E10,PC,Electronic Arts,4.3,0.1,2011
Opoona,Role-Playing,E10,Wii,KOEI,6.4,0.1,2008
Universal Studios Theme Parks Adventure,Misc,T,GC,Kemco,5.1,0.1,2001
The BIGS 2,Sports,E10,PSP,2K Sports,6.8,0.1,2009
Harvest Moon: Frantic Farming,Puzzle,E,DS,Natsume,7,0.1,2009
Dead or Alive 5 Last Round,Fighting,M,XOne,Tecmo Koei,7.5,0.1,2015
Blue Dragon: Awakened Shadow,Role-Playing,E10,DS,D3 Publisher,5.7,0.1,2010
Cartoon Network: Punch Time Explosion,Fighting,E10,3DS,Crave Entertainment,5.6,0.1,2011
Dead or Alive 5 Plus,Fighting,M,PSV,Tecmo Koei,8,0.1,2013
Shadow Tower,Role-Playing,T,PS,Agetec,5.7,0.1,1999
Ice Age 2: The Meltdown,Platform,E10,XB,Vivendi Games,6.8,0.1,2006
Classic NES Series: Excitebike,Racing,E,GBA,Nintendo,6.4,0.1,2004
The Legend of Heroes: Trails in the Sky,Role-Playing,T,PSP,Xseed Games,8.1,0.1,2011
Shantae and the Pirate's Curse,Platform,E10,3DS,WayForward Technologies,7.7,0.1,2016
Heatseeker,Simulation,T,Wii,Codemasters,5.5,0.1,2007
Ar tonelico: Melody of Elemia,Role-Playing,T,PS2,Nippon Ichi Software,7,0.1,2007
NASCAR,Racing,E,PSP,EA Sports,7.2,0.1,2006
Darkest of Days,Shooter,M,X360,Phantom EFX,4.6,0.1,2009
Castlevania Double Pack,Platform,T,GBA,Konami,9,0.1,2006
Ballistic: Ecks vs. Sever,Shooter,T,GBA,BAM! Entertainment,7.3,0.1,2002
"Blast Works: Build, Trade, Destroy",Shooter,E,Wii,Majesco,8.2,0.1,2008
Steel Battalion,Simulation,T,XB,Capcom,7.7,0.1,2002
MindJack,Shooter,M,X360,Square Enix,4.5,0.1,2011
F.E.A.R. 2: Project Origin,Shooter,M,PC,Warner Bros. Interactive,8.2,0.09,2009
Rocky,Fighting,T,GC,Ubisoft,7,0.09,2002
Dungeons,Strategy,M,PC,Kalypso,6.5,0.09,2011
The Legend of Heroes: A Tear of Vermillion,Role-Playing,T,PSP,Bandai,6.9,0.09,2005
Bladestorm: The Hundred Years' War,Action,T,X360,KOEI,6.9,0.09,2007
Arcania: Gothic 4,Role-Playing,T,X360,JoWood Productions,6.2,0.09,2010
Altered Beast: Guardian of the Realms,Action,T,GBA,THQ,6.5,0.09,2002
Harvest Moon: Skytree Village,Simulation,,3DS,Natsume,5,0.09,2016
Psychonauts,Platform,T,PS2,Majesco,8.6,0.09,2005
Space Invaders Extreme,Shooter,E,PSP,Square Enix,8.2,0.09,2008
Alien Hominid,Shooter,T,GC,O3 Entertainment,8.3,0.09,2004
Ultimate Mortal Kombat,Fighting,M,DS,Midway Games,7.3,0.09,2007
Ninja Gaiden Black,Action,M,XB,Tecmo,9.5,0.09,2005
Driver: Renegade,Racing,M,3DS,Ubisoft,3.5,0.09,2011
Green Lantern: Rise of the Manhunters,Action,E10,Wii,Warner Bros. Interactive,5.5,0.09,2011
I-Ninja,Platform,T,GC,Namco,7.2,0.09,2003
Age of Empires II: The Age of Kings,Strategy,T,PC,Microsoft,9.3,0.09,1999
Jimmie Johnson's Anything With an Engine,Racing,E10,X360,Konami,7.3,0.09,2011
echochrome,Puzzle,E,PSP,Sony Computer Entertainment,7.6,0.09,2008
Halo 2,Shooter,M,PC,Microsoft Game Studios,6.9,0.09,2007
Wild ARMs: Alter Code F,Role-Playing,T,PS2,Agetec,7.2,0.09,2005
Bomberman Max 2: Blue Advance,Puzzle,E,GBA,Majesco,7.3,0.09,2002
Hearts of Iron III,Strategy,E10,PC,Paradox Interactive,7.9,0.09,2009
GripShift,Racing,E,PSP,Sony Computer Entertainment,7.1,0.09,2005
Skies of Arcadia,Role-Playing,T,DC,Sega,9.2,0.09,2000
Puchi Puchi Virus,Puzzle,E,DS,NIS America,7.4,0.09,2009
Def Jam Fight For NY: The Takeover,Action,M,PSP,Electronic Arts,8,0.09,2006
The Amazing Spider-Man (2012),Action-Adventure,T,WiiU,Activision,6,0.09,2013
Last Rebellion,Role-Playing,T,PS3,NIS America,4.8,0.09,2010
Obscure: The Aftermath,Adventure,M,PSP,Playlogic Game Factory,6.5,0.09,2009
Astro Boy: Omega Factor,Action,E,GBA,Sega,8.8,0.09,2004
Brain Age: Concentration Training,Education,E,3DS,Nintendo,7.5,0.09,2013
Import Tuner Challenge (American sales),Racing,E,X360,Ubisoft,6.4,0.09,2006
Batman Beyond: Return of the Joker,Action,E,N64,Ubisoft,2,0.09,2000
Pro Evolution Soccer 2012,Sports,,PC,Konami,7,0.09,2011
Damnation,Shooter,M,PS3,Codemasters,3.6,0.09,2009
Zoids Assault,Strategy,T,X360,Atlus,5.2,0.09,2008
Mystic Heroes,Action,T,GC,KOEI,6.8,0.09,2002
Ratchet & Clank Future: Quest for Booty,Platform,E10,PSN,Sony Computer Entertainment,7.7,0.09,2008
Mahjong Cub3D,Puzzle,E,3DS,Atlus,6.9,0.09,2011
Dark Angel: Vampire Apocalypse,Role-Playing,T,PS2,Metro 3D,4.6,0.09,2001
Supreme Commander,Strategy,E10,X360,Aspyr,5.7,0.09,2008
Knights in the Nightmare,Role-Playing,T,PSP,Atlus,8,0.09,2010
BIT.TRIP COMPLETE,Misc,E,Wii,Aksys Games,8.1,0.09,2011
Ikaruga,Shooter,E,GC,Atari,8,0.09,2003
Ys I & II Chronicles,Role-Playing,T,PSP,Xseed Games,6.4,0.09,2011
Harvest Moon: Boy & Girl,Simulation,E,PSP,Natsume,6.1,0.09,2007
Attack on Titan 2,Action,M,XOne,Koei Tecmo,7,0.09,2018
Battle Fantasia,Fighting,T,X360,Aksys Games,7,0.09,2008
Spectral Force 3,Role-Playing,T,X360,Atlus,5.9,0.09,2008
Digimon World 4,Role-Playing,E,GC,Bandai,5.2,0.09,2005
Rock Band 3,Misc,E10,DS,MTV Games,8.5,0.09,2010
Ty the Tasmanian Tiger 3: Night of the Quinkan,Action,E10,GC,Activision,6.2,0.09,2005
Henry Hatsworth in the Puzzling Adventure,Puzzle,E,DS,Electronic Arts,9.1,0.09,2009
NBA 2K18,Sports,E10,PS3,2K Sports,7,0.09,2017
Major League Baseball 2K7,Sports,E,PSP,2K Sports,6.3,0.09,2007
LEGO Star Wars II: The Original Trilogy,Action,E,GBA,LucasArts,6,0.09,2006
Data East Arcade Classics,Misc,T,Wii,Majesco,5,0.09,2010
LEGO Batman: The Videogame,Adventure,E10,PC,Warner Bros. Interactive,7.4,0.09,2008
ShellShock 2: Blood Trails,Shooter,M,X360,Eidos Interactive,3.2,0.09,2009
The Incredibles: Rise of the Underminer,Action,E10,XB,THQ,6.5,0.09,2005
Theme Hospital,Strategy,E,PS,Electronic Arts,7.2,0.09,1998
Captain America: Super Soldier,Action,T,3DS,Sega,5,0.09,2011
F.E.A.R. Files,Shooter,M,X360,Sierra Entertainment,6.9,0.09,2007
ChuChu Rocket!,Puzzle,E,GBA,Sega,8.1,0.09,2001
Codename Tenka,Shooter,M,PS,Sony Computer Entertainment,7,0.09,1997
Destroy All Humans! Path of the Furon,Action,T,PS3,Unknown,5,0.09,2020
Cloudy With a Chance of Meatballs,Adventure,E,X360,Ubisoft,6.7,0.09,2009
Major League Baseball 2K9,Sports,E,PSP,2K Sports,6,0.09,2009
Killer7,Action,M,PS2,Capcom,6.5,0.09,2005
50 Cent: Bulletproof,Action,M,PSP,Vivendi Games,5.5,0.09,2006
MetropolisMania,Strategy,T,PS2,Natsume,6.8,0.09,2002
Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs the Soulless Army,Role-Playing,M,PS2,Atlus,7.4,0.09,2006
Ephemeral Fantasia,Role-Playing,T,PS2,Konami,5.7,0.08,2001
FIFA 18,Sports,E,PC,EA Sports,8,0.08,2017
Nano Assault,Shooter,E10,3DS,Majesco,6,0.08,2011
Koudelka,Role-Playing,M,PS,SNK,6.5,0.08,1999
Exit,Puzzle,E,PSP,Ubisoft,7.9,0.08,2006
America's Army: True Soldiers,Shooter,T,X360,Ubisoft,4.5,0.08,2007
Frantix,Puzzle,E,PSP,Sony Online Entertainment,5.4,0.08,2005
Knights in the Nightmare,Role-Playing,T,DS,Atlus,7.5,0.08,2009
Knights Contract,Action,M,PS3,Namco Bandai,5.8,0.08,2011
Hammerin' Hero,Action,E10,PSP,Atlus,7,0.08,2009
Cloudy With a Chance of Meatballs,Adventure,E,PSP,Ubisoft,6,0.08,2009
Bomberman Jetters,Puzzle,E,GC,Majesco,7.2,0.08,2004
Gray Matter,Adventure,T,PC,Viva Media,7.3,0.08,2011
Air Conflicts: Secret Wars,Simulation,T,X360,Kalypso,6,0.08,2011
Armorines: Project S.W.A.R.M.,Shooter,T,PS,Acclaim Entertainment,3.2,0.08,2000
Gundam Seed: Battle Assault,Fighting,T,GBA,Bandai,6.5,0.08,2004
Shining Force: Resurrection of the Dark Dragon,Role-Playing,T,GBA,Atlus,7.8,0.08,2004
Blazing Angels: Squadrons of WWII,Simulation,T,XB,Ubisoft,7,0.08,2006
Gradius Galaxies,Shooter,E,GBA,Konami,7.8,0.08,2001
NHL 2K7,Sports,E10,X360,2K Sports,8,0.08,2006
Godzilla Generations,Action,,DC,Sega,3.2,0.08,1998
Shin Megami Tensei: Digital Devil Saga 2,Role-Playing,M,PS2,Atlus,8.1,0.08,2005
FIFA Soccer 2005,Sports,E,GBA,EA Sports,8.1,0.08,2004
Supremacy MMA,Fighting,M,X360,505 Games,5,0.08,2011
NBA 10 The Inside,Sports,E,PSP,Sony Computer Entertainment,6.5,0.08,2009
Fatal Frame III: The Tormented,Action,M,PS2,Tecmo,7.7,0.08,2005
Zero: Tsukihami no Kamen,Action,,Wii,Unknown,7.5,0.08,2017
Tom Clancy's Splinter Cell: Pandora Tomorrow,Action,T,GC,Ubisoft,6.7,0.08,2004
Samurai Shodown Sen,Fighting,M,X360,Xseed Games,4.8,0.08,2010
GoldenEye 007,Shooter,T,DS,Activision,5.5,0.08,2010
Ice Age 2: The Meltdown,Platform,E10,Wii,Vivendi Games,6.5,0.08,2006
Iggy's Reckin' Balls,Racing,E,N64,Acclaim Entertainment,6.8,0.08,1998
Tony Hawk's Pro Skater 3,Sports,E,N64,Activision,8.1,0.08,2002
Virtua Tennis: World Tour (US & Others sales),Sports,E,PSP,Sega,8.3,0.08,2005
Wetrix,Puzzle,E,N64,Ocean,8.6,0.08,1998
Knights Contract,Action,M,X360,Namco Bandai,5,0.08,2011
Darksiders II: Deathinitive Edition,Action-Adventure,M,XOne,Nordic Games,7.5,0.08,2015
Line Rider 2: Unbound,Puzzle,E,DS,"Genius Products, Inc.",5,0.08,2008
TimeSplitters: Future Perfect,Shooter,M,GC,Electronic Arts,8.4,0.08,2005
The King of Fighters EX2: Howling Blood,Fighting,T,GBA,Atlus,7.9,0.08,2003
"Warhammer 40,000: Dawn of War II - Retribution",Strategy,M,PC,THQ,7.9,0.08,2011
Shonen Jump's One Piece: Pirates Carnival,Misc,E,GC,Namco Bandai,4.6,0.08,2006
A-Train,Strategy,E,PS,Maxis,6,0.08,1996
Earth Defense Force 2017,Shooter,T,X360,D3 Publisher,7.4,0.08,2007
Batman: Dark Tomorrow,Action,T,GC,Kemco,2.3,0.08,2003
Crush,Puzzle,E10,PSP,Sega,8.5,0.08,2007
Ogre Battle Series: Tactics Ogre,Role-Playing,T,PS,Atlus,7.9,0.08,1998
Tomb Raider: Legend,Action,T,GC,Eidos Interactive,7.9,0.08,2006
Boxing Fever,Sports,E,GBA,Majesco,7.2,0.08,2001
7 Wonders of the Ancient World,Puzzle,E,PSP,Mumbo Jumbo,5.4,0.08,2007
Taz Wanted,Platform,E,GC,Atari,5.7,0.08,2002
TrackMania DS,Racing,E,DS,Atlus,7.5,0.08,2009
Battlefield 2,Shooter,T,PC,Electronic Arts,9,0.08,2005
Evolution Worlds,Role-Playing,E,GC,Ubisoft,6.5,0.08,2002
New International Track & Field,Sports,E10,DS,Konami,7.4,0.08,2008
Soul Bubbles,Puzzle,E,DS,Eidos Interactive,7,0.08,2008
P.N.03 - Product Number Three,Shooter,T,GC,Capcom,6.3,0.08,2003
Ultimate Ghosts 'n Goblins,Platform,E10,PSP,Capcom,7.3,0.08,2006
C.O.P.: The Recruit,Action,T,DS,Ubisoft,5.7,0.08,2009
Alien Syndrome,Role-Playing,T,PSP,Sega,4.9,0.08,2007
Phantasy Star Online Episode III: C.A.R.D. Revolution,Role-Playing,T,GC,Sega,7.4,0.08,2004
Tomb Raider: Underworld,Adventure,T,PC,Eidos Interactive,8,0.08,2008
Samurai Warriors 2,Action,T,X360,KOEI,5.4,0.08,2006
Ultimate Fighting Championship: Throwdown,Fighting,T,GC,Crave Entertainment,6.7,0.08,2002
Bangai-O Spirits,Shooter,E10,DS,D3 Publisher,8.4,0.08,2008
Urban Reign,Action,T,PS2,Namco,7.5,0.08,2005
